FECHA DEL;DIRECCIÓN;Latitud;Longitud;Tiempo de;Tiempo tot;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECU;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE S;SUBCLASE D;TIPO SUBCL;USO DE LA;CLASE DE U;SUBCLASE_1;CLASE DE V;SUBCLASE_2;ÁREA AFEC;ÁREA EXPU;ORIGEN DE;CAUSAS;Población;Poblaci�_1;Poblaci�_2;Poblaci�_3;Poblaci�_4;Poblaci�_5;Poblaci�_6;Poblaci�_7;Rescatados;Rescatad_1;Rescatad_2;Rescatad_3;Heridos Ho;Heridos Mu;Heridos Ni;Heridos _1;Sin signos;Sin sign_1;Sin sign_2;Sin sign_3;NVA CLASIF;NAME CLAS
"viernes, 17 de enero de 2020";AK 45 136 45;"4.721945670000000";"-74.051783979999996";0:05:00;4:17:00;ME-20;X-40;;;;;;"2";;;;;;;"1";"7";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"3";;;;"3";;;;;;;;"3";;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
"viernes, 17 de enero de 2020";CL 30A SUR 2 13 ESTE;"4.562153651000000";"-74.090817000000001";0:09:00;1:05:00;ME-39;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"2";;;;"2";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 18 de enero de 2020";CL 15 119A 37;"4.681802764000000";"-74.164149820000006";0:06:00;1:29:00;ME-43;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 18 de enero de 2020";KR 14F 136 26 SUR;"4.474908130000000";"-74.124057669999999";0:13:00;1:35:00;X-36;CT-2;;;;;;"2";;;;;;;"1";"3";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"sábado, 18 de enero de 2020";KR 100 23D;"4.679565657000000";"-74.136620940000000";0:06:00;3:08:00;ME-43;MLI01;;;;;;"2";;;;;;;"1";"7";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
"sábado, 18 de enero de 2020";CL 12 5 32;"4.598299308000000";"-74.073300610000004";0:07:00;0:44:00;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 19 de enero de 2020";KR 9 ESTE 4 63;"4.583757828000000";"-74.066731070000003";0:08:00;1:01:00;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"martes, 21 de enero de 2020";CL 62 SUR 70 14;"4.591001644000000";"-74.160784780000000";0:12:00;3:01:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"miércoles, 22 de enero de 2020";DG 2A BIS SUR 6 32 ESTE;"4.578914447000000";"-74.075389590000000";0:06:00;5:11:00;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;;"1.1.1.13 OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"12";"15";"7";"8";"12";"15";"7";"8";;;;;;;;;;;;;1.1.3;1.1.3 Estructuras Residenciales No Formales
"miércoles, 22 de enero de 2020";"VIAS USME PUEBLO VEREDA LA GIRA 
";"4.478795357000000";"-74.121952640000003";0:06:00;0:53:00;ME-06;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"jueves, 23 de enero de 2020";CL 61B SUR 75K 22;"4.590656702000000";"-74.178362770000007";0:15:00;1:40:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 24 de enero de 2020";KR 68K 38 8;"4.618259970000000";"-74.130888409999997";0:08:00;2:08:00;ME-22;MA-04;CT-06;;;;;"3";;;;;;"1";"3";"9";;"13";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.1 BUS;;;1.2.3.1 LLAMA ABIERTA;PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 24 de enero de 2020";KR 7G 105 SUR;"4.493762211000000";"-74.116142769999996";0:04:00;2:00:00;ME-06;CT-2;;;;;;"2";;;;;;;"1";"3";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.9 FALLA MECANICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 24 de enero de 2020";KR 100 23H 22;"4.680448074000000";"-74.135208259999999";0:09:00;1:49:00;ME-43;CT-8;;;;;;"2";;;;;;;"1";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 24 de enero de 2020";KR 4 12D 27;"4.600334480000000";"-74.070424770000002";0:05:00;1:15:00;ME-38;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
"sábado, 25 de enero de 2020";CL 131 94B 15;"4.730294340000000";"-74.090982510000003";0:09:00;1:08:00;ME-32;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";;"1";"1";"1";;"1";;;;;"1";;;"1";;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 26 de enero de 2020";KR 87F 57 65 SUR;"4.624579590000000";"-74.187196749999998";0:10:00;2:10:00;ME-28;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"domingo, 26 de enero de 2020";CL 24 68B 21;"4.652584569000000";"-74.110259240000005";0:04:00;1:28:00;ME-34;X-39;UR-01;;;;;"3";;;;;;"3";"1";"8";;"12";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 28 de enero de 2020";KR 13B 35 39 SUR;"4.572470907000000";"-74.116169650000003";0:11:00;1:05:00;ME-30;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;"1";;;;;;;;"1.2";1.2 Estructuras de mediana altura
"martes, 28 de enero de 2020";CL 84 SUR 96 85;"4.629223026000000";"-74.212186410000001";0:13:00;5:41:00;ME-28;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 28 de enero de 2020";CL 6A 94A 25;"4.652540242000000";"-74.163868500000007";0:08:00;2:56:00;ME-22;MA-04;CT-6;;;;;"3";;;;;;"1";"3";"6";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"martes, 28 de enero de 2020";KM 7 VIA COTA - SUBA;"4.790223942000000";"-74.093870379999998";0:12:00;1:22:00;ME-32;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.2 CAMIONETA;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"miércoles, 29 de enero de 2020";KR 10 16 39;"4.604738123000000";"-74.075328180000000";0:05:00;3:37:00;ME-21;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
"jueves, 30 de enero de 2020";CL 152 116 62;"4.757756125000000";"-74.102623919999999";0:05:00;3:11:00;ME-32;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;"1";"1";;"1";"1";"1";;"1";;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
"viernes, 31 de enero de 2020";KR 68 26;"4.653552728000000";"-74.103264769999996";0:06:00;5:39:00;ME-04;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.2 BUSETA (20 A 30 PASAJEROS);;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;"1";;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
"viernes, 31 de enero de 2020";KR 89A 45A SUR;"4.634525370000000";"-74.176447730000007";0:13:00;1:20:00;ME-46;CT-6;;;;;;"2";;;;;;"1";"1";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.3.1  LLAMA ABIERTA;PROVOCADA;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 1 de febrero de 2020;CL 161 55B 35;"4.743482773000000";"-74.057642549999997";0:02:00;1:10:00;ME-03;X-40;;;;;;"2";;;;;;;"1";"7";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;;"1";;;;"1";;;;;;;"3";;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 1 de febrero de 2020;KR 120 17A 34;"4.686268119000000";"-74.156564259999996";0:11:00;1:08:00;ME-43;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
sábado 1 de febrero de 2020;CL 55 SUR 17A 15;"4.549799531000000";"-74.107192139999995";0:10:00;3:44:00;ME-30;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 1 de febrero de 2020;CL 64A SUR 18M BIS A 66;"4.556069593000000";"-74.143021669999996";0:11:00;1:57:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"
";"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 2 de febrero de 2020;CL 44C SUR 72A 82;"4.599275169000000";"-74.146075800000006";0:11:00;0:43:00;ME-22;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.3 MOTOCICLETA;;;"1.2.1.14 OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
domingo 2 de febrero de 2020;KILOMETRO 4 VIA LA CALERA;"4.675605000000000";"-74.023696000000001";0:13:00;3:13:00;ME-37;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"4.3";4.3 Redes urbanas de gas
domingo 2 de febrero de 2020;KR 19 93 52;"4.678901190000000";"-74.054486490000002";0:09:00;2:00:00;ME-37;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;"2";;;;"2";;;;;;;;"2";;;;;;;;"1.2";1.2 Estructuras de mediana altura
domingo 2 de febrero de 2020;KR 99G 40 SUR;"4.649858769000000";"-74.176528660000002";0:11:00;2:22:00;ME-22;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 2 de febrero de 2020;KR 64 79 1;"4.679450829000000";"-74.079013730000000";0:06:00;2:15:00;ME-29;CT-4;;;;;;"2";;;;;;"1";"1";"6";;"8";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.3.1 LLAMA ABIERTA;PROVOCADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
lunes 3 de febrero de 2020;KR 1B ESTE 75B 68 SUR;"4.513859766000000";"-74.113223550000001";0:08:00;1:10:00;ME-06;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
lunes 3 de febrero de 2020;CL 70A 57B 74;"4.670168364000000";"-74.080409619999998";0:07:00;0:45:00;ME-37;;;;;;;"1";;;;;;"1";"1";"9";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
martes 4 de febrero de 2020;CL 103 69B 43;"4.694518882000000";"-74.072637999999998";0:08:00;1:52:00;ME-29;CT-4;;;;;;"2";;;;;;"1";"1";"5";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
martes 4 de febrero de 2020;KR 21 40 61;"4.630453775000000";"-74.074375320000001";0:06:00;1:15:00;ME-45;ME-37;;;;;;"2";;;;;;"1";"1";"8";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
miércoles 5 de febrero de 2020;KR 70 106;"4.696171180000000";"-74.072409600000000";0:09:00;0:48:00;ME-29;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
miércoles 5 de febrero de 2020;KR 55 2 37 SUR;"4.615595007000000";"-74.123221450000003";0:09:00;2:55:00;ME-34;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
miércoles 5 de febrero de 2020;KR 6 ESTE 97B 51 SUR;"4.495542580000001";"-74.103736810000001";0:09:00;1:07:00;ME-06;;;;;;;"1";;;;;;;"2";"3";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";"1";;;"1";"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
miércoles 5 de febrero de 2020;CL 163 62 95;"4.747045931000000";"-74.064383710000001";0:06:00;0:45:00;ME-20;CT-5;;;;;;"2";;;;;;;"1";"6";;"7";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
jueves 6 de febrero de 2020;KR 102A 131 16;"4.733598971000000";"-74.098094680000003";0:08:00;2:20:00;ME-47;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
jueves 6 de febrero de 2020;DG 46A SUR 50A 36;"4.592760081000000";"-74.128950560000007";0:03:00;1:36:00;ME-05;;;;;;;"1";;;;;;"1";;"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.12 SUPERFICIES CALIENTES;ACCIDENTAL;"
";"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 7 de febrero de 2020;CL 1H BIS 25 43;"4.597843398000000";"-74.097535269999995";0:04:00;1:18:00;ME-21;UR-01;X-43;;;;;"3";;;;;;"1";"1";"8";;"10";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;"1.2";1.2 Estructuras de mediana altura
viernes 7 de febrero de 2020;CL 49H SUR 9A 12;"4.558874049000000";"-74.120730839999993";0:01:00;2:57:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"3";;;;"3";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
viernes 7 de febrero de 2020;KR 8F 163C 4;"4.740660917000000";"-74.028983420000003";0:08:00;2:38:00;ME-42;CT-10;;;;;;"2";;;;;;"2";"1";"8";;"11";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;"1";;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 7 de febrero de 2020;CL 8C BIS 68G 85;"4.631310157000000";"-74.124279340000001";0:10:00;5:08:00;ME-46;MA-04;;;;;;"2";;;;;;;"2";"7";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"2";"2";"1";"1";"2";"2";"1";"1";;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
viernes 7 de febrero de 2020;CL 63 22 14;"4.650944069000000";"-74.071340530000001";0:05:00;0:41:00;ME-45;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.2 VEHICULARES;;;;;;1.2.1 VEHÍCULO PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13 SUPERFICIES CALIENTES;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;3.1.1;3.1.1 Gasolina / Gas Natural Vehicular
sábado 8 de febrero de 2020;KR 110 70 17;"4.706180018000000";"-74.127245650000006";0:07:00;1:23:00;ME-29;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;"1.1.1.13 OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 8 de febrero de 2020;KR 73 76A 28 SUR;"4.572809880000000";"-74.170032829999997";0:26:00;2:02:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
sábado 8 de febrero de 2020;CL 15 8A 47;"4.602564641000000";"-74.074965579999997";0:09:00;4:02:00;ME-38;X-30;;;;;;"2";;;;;;"1";"2";"3";;"6";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.3 EMPRESARIALES;1.1.3.1 SERVICIOS FINANCIEROS;;;;;;"1.1.1.13 OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"8";"6";;;"8";"6";;;;;;;;;;;"1";;;;"1.3";1.3 Estructuras de gran altura
sábado 8 de febrero de 2020;CL 78C 110 97;"4.716565877000000";"-74.120737489999996";0:02:00;0:39:00;"ME-24
";;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;;"1";;;;"1";;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 9 de febrero de 2020;CL 78B 107;"4.713857097000000";"-74.118280350000006";0:03:00;0:42:00;ME-24;;;;;;;"1";;;;;;;"1";"3";;"4";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;;"1.1.1.13 OTRAS, CUAL, DESCRIBALA";ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 9 de febrero de 2020;CL 67D SUR 18V 24;"4.557135601000000";"-74.148350739999998";0:09:00;3:12:00;ME-40;;;;;;;"1";;;;;;;"1";"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"2";;;;"2";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 9 de febrero de 2020;CL 12B SUR 3G 34 ESTE;"4.572704000000000";"-74.082610000000003";0:12:00;1:21:00;ME-39;;;;;;;"1";;;;;;"1";;"4";;"5";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;1.1.2;1.1.2 Estructuras Formales
domingo 9 de febrero de 2020;CL 10 32 23;"4.611957177000000";"-74.097309670000001";0:04:00;3:30:00;ME-21;X-43;;;;;;"2";;;;;;"1";;"8";;"9";1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.2 BODEGAS;;;;;;1.1.1.6 FALLA ELECTRICA;ACCIDENTAL;"1";;;;"1";;;;;;;;;;;;;;;;"1.5";"1.5 Sistema de almacenamiento, tanques y/0 contenedores"
